"","faretype","cashlove","purpose","income","vehicle","number_of_trips"
"390","Train Ticket, One Way","0","Non-home based trip","highest","1",0
"391","U-PASS ORCA","0","Home Based Work Trip","highest","1",5
"392","ORCA e-purse","0","Home Based Work Trip","highest","1",10
"393","ORCA e-purse","0","Home Based Work Trip","highest","1",40
"394","ORCA e-purse","0","Non-home based trip","highest","1",24
"395","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",50
"396","ORCA e-purse","0","Home Based Non-Work Trip","highest","1",6
"397","Other","0","Non-home based trip","medium_low","1",0
"398","ORCA e-purse","0","Home Based Non-Work Trip","highest","1",10
"399","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",30
"400","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",40
"401","ORCA e-purse","0","Home Based Non-Work Trip","highest","1",18
"402","Train Ticket, One Way","0","Non-home based trip","medium_high","1",0
"403","Train Ticket, One Way","0","Non-home based trip","lowest","0",0
"404","U-PASS ORCA","0","Home Based Non-Work Trip","highest","1",25
"405","ORCA e-purse","0","Home Based Non-Work Trip","medium_low","1",10
"406","ORCA e-purse","0","Home Based Non-Work Trip","highest","1",10
"407","U-PASS ORCA","0","Home Based Work Trip","highest","1",20
"408","ORCA, as pass","0","Home Based Work Trip","highest","1",10
"409","ORCA, as pass","0","Home Based Work Trip","lowest","1",16
"410","ORCA, as pass","0","Home Based Non-Work Trip","medium_high","1",15
"411","ORCA e-purse","0","Home Based Work Trip","lowest","1",25
"412","ORCA, as pass","0","Home Based Work Trip","highest","1",40
"413","ORCA, as pass","0","Home Based Non-Work Trip","medium_high","1",2
"414","Train Ticket, One Way","0","Non-home based trip","highest","1",6
"415","Train Ticket, One Way","0","Non-home based trip","highest","1",6
"416","ORCA, as pass","0","Home Based Work Trip","highest","1",15
"417","ORCA, as pass","0","Home Based Work Trip","medium_low","1",10
"418","ORCA, as pass","0","Home Based Work Trip","lowest","1",20
"419","ORCA e-purse","0","Home Based Work Trip","highest","1",4
"420","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",5
"421","ORCA e-purse","0","Non-home based trip","medium_low","1",20
"422","ORCA, as pass","0","Home Based Work Trip","highest","1",30
"423","ORCA, as pass","0","Home Based Work Trip","medium_low","1",20
"424","ORCA, as pass","0","Home Based Work Trip","medium_high","1",2
"425","ORCA, as pass","0","Home Based Work Trip","medium_low","1",50
"426","ORCA, as pass","0","Home Based Work Trip","highest","1",40
"427","ORCA, as pass","0","Home Based Work Trip","medium_low","1",15
"428","ORCA, as pass","0","Non-home based trip","lowest","0",25
"429","Train Ticket, One Way","0","Non-home based trip","highest","1",2
"430","ORCA, as pass","0","Home Based Non-Work Trip","highest","0",40
"431","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",3
"432","ORCA e-purse","0","Home Based Work Trip","highest","1",2
"433","ORCA, as pass","0","Non-home based trip","highest","1",1
"434","Free","0","Non-home based trip","highest","1",20
"435","ORCA e-purse","0","Home Based Work Trip","lowest","1",6
"436","ORCA e-purse","0","Home Based Non-Work Trip","medium_high","1",1
"437","ORCA e-purse","0","Home Based Non-Work Trip","medium_low","1",26
"438","ORCA e-purse","0","Home Based Non-Work Trip","medium_low","1",20
"439","ORCA, as pass","0","Home Based Work Trip","lowest","1",60
"440","ORCA, as pass","0","Home Based Non-Work Trip","lowest","1",50
"441","ORCA, as pass","0","Home Based Non-Work Trip","lowest","1",15
"442","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",0
"443","ORCA, as pass","0","Non-home based trip","medium_low","1",45
"444","ORCA, as pass","0","Non-home based trip","medium_high","1",10
"445","ORCA, as pass","0","Non-home based trip","highest","1",17
"446","ORCA, as pass","0","Non-home based trip","medium_low","1",20
"447","ORCA e-purse","0","Home Based Work Trip","medium_low","1",8
"448","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","0",0
"449","U-PASS ORCA","0","Home Based Non-Work Trip","medium_low","1",15
"450","ORCA, as pass","0","Non-home based trip","medium_low","0",45
"451","ORCA, as pass","0","Home Based Work Trip","highest","1",60
"452","ORCA day pass","0","Non-home based trip","medium_low","1",20
"453","ORCA, as pass","0","Non-home based trip","highest","1",0
"454","ORCA e-purse","0","Home Based Non-Work Trip","medium_low","1",4
"455","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","0",60
"456","ORCA e-purse","0","Home Based Work Trip","lowest","0",4
"457","ORCA e-purse","0","Non-home based trip","medium_low","1",60
"458","ORCA day pass","0","Non-home based trip","highest","1",30
"459","ORCA, as pass","0","Home Based Work Trip","medium_high","1",60
"460","ORCA, as pass","0","Home Based Work Trip","medium_low","0",20
"461","ORCA e-purse","0","Home Based Non-Work Trip","medium_high","1",40
"462","ORCA, as pass","0","Non-home based trip","highest","1",100
"463","ORCA, as pass","0","Home Based Work Trip","medium_low","1",60
"464","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",50
"465","ORCA, as pass","0","Home Based Work Trip","highest","1",22
"466","U-PASS ORCA","0","Home Based Work Trip","lowest","1",20
"467","ORCA, as pass","0","Home Based Non-Work Trip","highest","0",100
"468","ORCA, as pass","0","Non-home based trip","medium_high","1",65
"469","ORCA, as pass","0","Home Based Work Trip","highest","1",21
"470","ORCA, as pass","0","Home Based Work Trip","medium_low","1",2
"471","ORCA, as pass","0","Home Based Work Trip","medium_high","1",20
"472","ORCA, as pass","0","Home Based Work Trip","medium_high","1",3
"473","ORCA, as pass","0","Home Based Work Trip","medium_low","1",2
"474","ORCA, as pass","0","Home Based Work Trip","highest","1",20
"475","ORCA e-purse","0","Home Based Work Trip","highest","1",30
"476","U-PASS ORCA","0","Non-home based trip","medium_high","1",25
"477","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",10
"478","Cash","1","Home Based Non-Work Trip","medium_low","1",2
"479","ORCA, as pass","0","Home Based Non-Work Trip","medium_high","0",0
"480","ORCA, as pass","0","Home Based Work Trip","medium_high","1",50
"481","ORCA, as pass","0","Non-home based trip","lowest","1",45
"482","ORCA, as pass","0","Home Based Work Trip","medium_low","1",40
"483","ORCA e-purse","0","Home Based Work Trip","medium_low","1",30
"484","ORCA, as pass","0","Non-home based trip","lowest","1",0
"485","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",20
"486","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",5
"487","ORCA, as pass","0","Home Based Work Trip","medium_high","0",5
"488","ORCA, as pass","0","Home Based Work Trip","medium_high","1",2
"489","ORCA, as pass","0","Home Based Work Trip","medium_low","1",6
"490","ORCA, as pass","0","Home Based Work Trip","medium_low","0",5
"491","ORCA, as pass","0","Home Based Work Trip","highest","1",4
"492","ORCA, as pass","0","Home Based Work Trip","medium_high","1",15
"493","ORCA e-purse","0","Home Based Work Trip","highest","1",20
"494","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",4
"495","ORCA e-purse","0","Non-home based trip","lowest","1",8
"496","ORCA e-purse","0","Home Based Non-Work Trip","medium_low","0",15
"497","ORCA, as pass","0","Home Based Non-Work Trip","lowest","0",60
"498","ORCA, as pass","0","Home Based Non-Work Trip","lowest","0",2
"499","ORCA e-purse","0","Home Based Non-Work Trip","medium_low","1",15
"500","ORCA, as pass","0","Home Based Work Trip","medium_low","1",20
"501","U-PASS ORCA","0","Home Based Non-Work Trip","medium_low","1",12
"502","ORCA, as pass","0","Non-home based trip","highest","1",20
"503","ORCA, as pass","0","Home Based Non-Work Trip","lowest","1",20
"504","ORCA, as pass","0","Home Based Work Trip","medium_low","0",60
"505","ORCA, as pass","0","Home Based Non-Work Trip","medium_high","1",10
"506","ORCA e-purse","0","Home Based Non-Work Trip","medium_high","1",0
"507","ORCA, as pass","0","Home Based Work Trip","medium_low","0",40
"508","Cash","1","Home Based Non-Work Trip","lowest","1",0
"509","ORCA, as pass","0","Home Based Work Trip","highest","1",10
"510","U-PASS ORCA","0","Home Based Non-Work Trip","highest","1",20
"511","ORCA, as pass","0","Home Based Non-Work Trip","lowest","1",30
"512","ORCA, as pass","0","Home Based Work Trip","medium_low","1",48
"513","ORCA, as pass","0","Home Based Work Trip","medium_low","1",20
"514","ORCA, as pass","0","Home Based Work Trip","medium_low","1",4
"515","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",15
"516","ORCA, as pass","0","Home Based Non-Work Trip","medium_high","1",28
"517","ORCA, as pass","0","Home Based Work Trip","lowest","1",30
"518","ORCA, as pass","0","Home Based Work Trip","medium_high","0",30
"519","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","0",80
"520","ORCA, as pass","0","Home Based Work Trip","lowest","0",40
"521","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",10
"522","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",10
"523","Train Ticket, One Way","0","Home Based Non-Work Trip","highest","1",0
"524","Cash","1","Home Based Work Trip","medium_low","1",12
"525","ORCA, as pass","0","Home Based Work Trip","lowest","1",10
"526","ORCA, as pass","0","Non-home based trip","medium_high","1",2
"527","ORCA e-purse","0","Home Based Non-Work Trip","highest","1",1
"528","Cash","1","Non-home based trip","highest","1",0
"529","ORCA, as pass","0","Non-home based trip","medium_low","1",1
"530","ORCA, as pass","0","Home Based Work Trip","medium_high","1",20
"531","ORCA, as pass","0","Home Based Work Trip","highest","1",2
"532","ORCA, as pass","0","Home Based Work Trip","highest","1",20
"533","ORCA, as pass","0","Home Based Work Trip","highest","1",7
"534","Train Ticket, One Way","0","Non-home based trip","highest","1",0
"535","ORCA, as pass","0","Non-home based trip","highest","1",60
"536","ORCA, as pass","0","Non-home based trip","medium_low","1",20
"537","Cash","1","Non-home based trip","medium_high","1",3
"538","Train Ticket, One Way","0","Non-home based trip","medium_low","1",0
"539","ORCA e-purse","0","Home Based Non-Work Trip","medium_high","1",3
"540","U-PASS ORCA","0","Home Based Non-Work Trip","highest","1",30
"541","ORCA e-purse","0","Home Based Work Trip","medium_low","1",6
"542","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",2
"543","ORCA, as pass","0","Home Based Work Trip","medium_low","1",4
"544","Train Ticket, Day Pass","0","Non-home based trip","highest","1",0
"545","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",6
"546","Train Ticket, One Way","0","Home Based Non-Work Trip","lowest","0",50
"547","ORCA e-purse","0","Non-home based trip","lowest","1",17
"548","ORCA, as pass","0","Home Based Work Trip","lowest","1",1
"549","ORCA e-purse","0","Home Based Non-Work Trip","lowest","1",18
"550","ORCA, as pass","0","Non-home based trip","medium_low","1",0
"551","ORCA e-purse","0","Home Based Non-Work Trip","lowest","0",30
"552","ORCA e-purse","0","Home Based Non-Work Trip","highest","1",10
"553","ORCA e-purse","0","Home Based Non-Work Trip","lowest","1",40
"554","ORCA, as pass","0","Home Based Non-Work Trip","medium_high","1",1
"555","ORCA, as pass","0","Home Based Work Trip","highest","1",40
"556","ORCA e-purse","0","Home Based Non-Work Trip","highest","1",8
"557","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",2
"558","Train Ticket, One Way","0","Non-home based trip","medium_high","1",0
"559","ORCA, as pass","0","Non-home based trip","medium_low","1",2
"560","ORCA, as pass","0","Home Based Non-Work Trip","lowest","1",25
"561","Cash","1","Non-home based trip","lowest","1",4
"562","ORCA, as pass","0","Home Based Work Trip","medium_low","1",35
"563","ORCA e-purse","0","Home Based Work Trip","lowest","0",100
"564","U-PASS ORCA","0","Home Based Non-Work Trip","medium_low","1",25
"565","ORCA, as pass","0","Home Based Work Trip","medium_low","0",20
"566","ORCA, as pass","0","Home Based Non-Work Trip","highest","0",13
"567","ORCA, as pass","0","Home Based Work Trip","highest","1",40
"568","ORCA, as pass","0","Home Based Work Trip","medium_low","1",20
"569","ORCA, as pass","0","Home Based Work Trip","highest","1",40
"570","ORCA, as pass","0","Home Based Work Trip","highest","1",4
"571","ORCA, as pass","0","Home Based Work Trip","highest","1",15
"572","ORCA e-purse","0","Home Based Work Trip","highest","1",32
"573","ORCA e-purse","0","Home Based Work Trip","medium_high","1",40
"574","ORCA, as pass","0","Home Based Work Trip","highest","1",5
"575","ORCA, as pass","0","Home Based Work Trip","medium_high","1",2
"576","ORCA e-purse","0","Home Based Work Trip","medium_low","1",2
"577","ORCA, as pass","0","Home Based Work Trip","medium_low","1",20
"578","ORCA, as pass","0","Home Based Work Trip","lowest","1",22
"579","Free","0","Home Based Work Trip","highest","1",60
"580","Cash","1","Non-home based trip","highest","1",0
"581","ORCA, as pass","0","Non-home based trip","highest","1",40
"582","ORCA, as pass","0","Home Based Work Trip","medium_low","1",30
"583","ORCA, as pass","0","Home Based Work Trip","highest","1",10
"584","ORCA e-purse","0","Home Based Non-Work Trip","highest","1",1
"585","ORCA e-purse","0","Home Based Non-Work Trip","highest","1",1
"586","ORCA, as pass","0","Home Based Non-Work Trip","lowest","1",25
"587","ORCA, as pass","0","Home Based Work Trip","highest","1",4
"588","ORCA e-purse","0","Home Based Work Trip","medium_low","0",10
"589","ORCA day pass","0","Non-home based trip","highest","1",5
"590","ORCA, as pass","0","Home Based Non-Work Trip","lowest","0",58
"591","ORCA e-purse","0","Home Based Non-Work Trip","highest","0",5
"592","Other","0","Home Based Non-Work Trip","lowest","1",6
"593","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",5
"594","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",2
"595","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",2
"596","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",20
"597","Train Ticket, One Way","0","Home Based Non-Work Trip","lowest","1",1
"598","ORCA e-purse","0","Home Based Non-Work Trip","lowest","1",12
"599","ORCA e-purse","0","Home Based Non-Work Trip","medium_low","1",1
"600","ORCA, as pass","0","Non-home based trip","medium_low","1",40
"601","Train Ticket, One Way","0","Home Based Non-Work Trip","medium_low","1",4
"602","ORCA e-purse","0","Home Based Non-Work Trip","lowest","1",5
"603","ORCA, as pass","0","Non-home based trip","highest","1",2
"604","ORCA, as pass","0","Home Based Work Trip","medium_high","1",30
"605","ORCA, as pass","0","Home Based Work Trip","lowest","1",30
"606","ORCA, as pass","0","Home Based Work Trip","highest","1",25
"607","ORCA e-purse","0","Non-home based trip","highest","1",15
"608","U-PASS ORCA","0","Home Based Non-Work Trip","medium_low","0",60
"609","ORCA e-purse","0","Home Based Non-Work Trip","lowest","1",70
"610","ORCA, as pass","0","Non-home based trip","medium_low","1",60
"611","ORCA, as pass","0","Non-home based trip","medium_low","1",20
"612","U-PASS ORCA","0","Home Based Non-Work Trip","lowest","1",15
"613","ORCA, as pass","0","Home Based Work Trip","highest","1",6
"614","Train Ticket, One Way","0","Home Based Work Trip","lowest","1",10
"615","ORCA, as pass","0","Home Based Work Trip","lowest","0",15
"616","ORCA, as pass","0","Non-home based trip","highest","1",20
"617","ORCA e-purse","0","Home Based Non-Work Trip","medium_low","1",40
"618","ORCA, as pass","0","Non-home based trip","medium_low","1",20
"619","ORCA, as pass","0","Non-home based trip","highest","1",12
"620","ORCA e-purse","0","Home Based Work Trip","highest","1",2
"621","ORCA, as pass","0","Home Based Work Trip","highest","1",4
"622","ORCA e-purse","0","Home Based Non-Work Trip","highest","1",8
"623","ORCA, as pass","0","Home Based Work Trip","medium_low","1",56
"624","Train Ticket, One Way","0","Home Based Non-Work Trip","highest","1",20
"625","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",10
"626","ORCA, as pass","0","Home Based Work Trip","highest","1",26
"627","ORCA e-purse","0","Home Based Work Trip","medium_low","0",8
"628","ORCA day pass","0","Home Based Non-Work Trip","medium_high","1",10
"629","ORCA, as pass","0","Home Based Non-Work Trip","highest","0",90
"630","ORCA, as pass","0","Home Based Work Trip","highest","1",50
"631","ORCA e-purse","0","Home Based Non-Work Trip","medium_low","1",10
"632","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",2
"633","ORCA, as pass","0","Home Based Work Trip","medium_low","1",30
"634","ORCA, as pass","0","Home Based Work Trip","medium_high","1",8
"635","U-PASS ORCA","0","Home Based Work Trip","medium_high","1",15
"636","ORCA, as pass","0","Home Based Non-Work Trip","lowest","1",30
"637","ORCA e-purse","0","Non-home based trip","medium_high","1",8
"638","ORCA, as pass","0","Home Based Non-Work Trip","lowest","0",15
"639","ORCA, as pass","0","Home Based Non-Work Trip","lowest","0",26
"640","ORCA, as pass","0","Home Based Work Trip","medium_high","1",3
"641","ORCA e-purse","0","Home Based Non-Work Trip","medium_low","0",3
"642","Train Ticket, One Way","0","Home Based Non-Work Trip","medium_low","1",0
"643","ORCA, as pass","0","Home Based Non-Work Trip","lowest","0",10
"644","Cash","1","Home Based Non-Work Trip","lowest","0",2
"645","ORCA e-purse","0","Home Based Non-Work Trip","medium_low","0",4
"646","U-PASS ORCA","0","Home Based Non-Work Trip","highest","1",10
"647","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",20
"648","ORCA e-purse","0","Home Based Work Trip","lowest","1",48
"649","ORCA, as pass","0","Home Based Work Trip","lowest","1",30
"650","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","0",30
"651","ORCA e-purse","0","Home Based Non-Work Trip","lowest","0",5
"652","Train Ticket, One Way","0","Home Based Non-Work Trip","highest","1",4
"653","Cash","1","Non-home based trip","lowest","1",0
"654","ORCA, as pass","0","Home Based Work Trip","lowest","1",3
"655","Cash","1","Non-home based trip","highest","1",3
"656","ORCA day pass","0","Home Based Non-Work Trip","highest","1",0
"657","ORCA day pass","0","Non-home based trip","highest","1",0
"658","Cash","1","Non-home based trip","lowest","0",30
"659","Train Ticket, One Way","0","Non-home based trip","highest","1",0
"660","ORCA, as pass","0","Home Based Work Trip","medium_low","1",5
"661","ORCA e-purse","0","Home Based Work Trip","medium_low","1",10
"662","ORCA e-purse","0","Non-home based trip","highest","1",5
"663","Train Ticket, One Way","0","Non-home based trip","highest","1",2
"664","Train Ticket, Day Pass","0","Home Based Non-Work Trip","lowest","1",2
"665","ORCA, as pass","0","Home Based Work Trip","medium_low","1",5
"666","ORCA e-purse","0","Non-home based trip","highest","1",40
"667","ORCA, as pass","0","Home Based Work Trip","medium_low","0",30
"668","ORCA, as pass","0","Home Based Work Trip","lowest","0",30
"669","ORCA, as pass","0","Non-home based trip","highest","1",10
"670","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",40
"671","ORCA, as pass","0","Non-home based trip","medium_high","1",30
"672","ORCA, as pass","0","Home Based Work Trip","lowest","1",50
"673","ORCA, as pass","0","Non-home based trip","highest","1",25
"674","ORCA, as pass","0","Home Based Work Trip","highest","1",20
"675","ORCA, as pass","0","Home Based Work Trip","lowest","0",40
"676","ORCA, as pass","0","Home Based Work Trip","lowest","1",15
"677","Cash","1","Home Based Work Trip","lowest","0",20
"678","ORCA, as pass","0","Home Based Work Trip","lowest","1",15
"679","Train Ticket, One Way","0","Non-home based trip","highest","1",2
"680","ORCA, as pass","0","Home Based Work Trip","medium_low","0",100
"681","ORCA, as pass","0","Home Based Work Trip","medium_low","0",80
"682","Cash","1","Non-home based trip","medium_low","1",30
"683","ORCA, as pass","0","Non-home based trip","medium_high","1",70
"684","U-PASS ORCA","0","Home Based Work Trip","highest","1",32
"685","ORCA, as pass","0","Home Based Work Trip","medium_high","0",20
"686","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",0
"687","Train Ticket, One Way","0","Home Based Non-Work Trip","highest","1",2
"688","ORCA e-purse","0","Home Based Work Trip","medium_low","1",1
"689","ORCA e-purse","0","Home Based Work Trip","highest","1",10
"690","ORCA, as pass","0","Home Based Work Trip","medium_low","1",4
"691","U-PASS ORCA","0","Home Based Non-Work Trip","lowest","1",20
"692","ORCA, as pass","0","Home Based Work Trip","highest","1",20
"693","ORCA, as pass","0","Home Based Work Trip","medium_high","1",5
"694","ORCA, as pass","0","Home Based Work Trip","medium_low","0",80
"695","U-PASS ORCA","0","Home Based Work Trip","medium_high","1",20
"696","ORCA, as pass","0","Home Based Work Trip","medium_high","1",40
"697","ORCA, as pass","0","Non-home based trip","medium_low","1",64
"698","ORCA, as pass","0","Home Based Work Trip","medium_low","1",48
"699","ORCA, as pass","0","Home Based Work Trip","highest","1",10
"700","Cash","1","Home Based Work Trip","medium_low","1",20
"701","ORCA e-purse","0","Home Based Work Trip","lowest","1",50
"702","ORCA e-purse","0","Home Based Work Trip","lowest","1",100
"703","Cash","1","Home Based Work Trip","lowest","1",20
"704","ORCA, as pass","0","Home Based Work Trip","medium_low","0",90
"705","ORCA, as pass","0","Home Based Work Trip","lowest","1",60
"706","ORCA, as pass","0","Home Based Non-Work Trip","medium_high","1",12
"707","ORCA, as pass","0","Home Based Work Trip","lowest","1",32
"708","ORCA, as pass","0","Non-home based trip","lowest","1",25
"709","ORCA, as pass","0","Home Based Work Trip","medium_low","1",16
"710","Cash","1","Home Based Non-Work Trip","lowest","1",30
"711","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","0",30
"712","ORCA, as pass","0","Home Based Work Trip","lowest","1",8
"713","ORCA, as pass","0","Home Based Work Trip","medium_low","1",26
"714","ORCA, as pass","0","Home Based Work Trip","lowest","0",30
"715","ORCA, as pass","0","Home Based Work Trip","lowest","1",30
"716","ORCA, as pass","0","Home Based Work Trip","medium_high","1",25
"717","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",10
"718","Cash","1","Home Based Non-Work Trip","medium_low","1",20
"719","Cash","1","Non-home based trip","lowest","1",1
"720","ORCA e-purse","0","Home Based Work Trip","medium_low","0",60
"721","ORCA e-purse","0","Home Based Work Trip","lowest","0",40
"722","ORCA e-purse","0","Home Based Work Trip","lowest","1",60
"723","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",20
"724","ORCA, as pass","0","Home Based Work Trip","lowest","1",80
"725","ORCA, as pass","0","Home Based Work Trip","lowest","0",60
"726","ORCA, as pass","0","Home Based Non-Work Trip","medium_high","1",1
"727","ORCA, as pass","0","Home Based Non-Work Trip","medium_high","1",20
"728","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","0",30
"729","ORCA e-purse","0","Home Based Non-Work Trip","highest","0",12
"730","ORCA e-purse","0","Home Based Non-Work Trip","lowest","0",10
"731","ORCA, as pass","0","Non-home based trip","lowest","1",60
"732","ORCA e-purse","0","Home Based Non-Work Trip","highest","1",8
"733","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",18
"734","ORCA, as pass","0","Home Based Work Trip","lowest","1",60
"735","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",56
"736","ORCA e-purse","0","Home Based Non-Work Trip","medium_low","0",30
"737","ORCA e-purse","0","Home Based Work Trip","lowest","0",44
"738","ORCA e-purse","0","Home Based Work Trip","highest","1",65
"739","ORCA e-purse","0","Non-home based trip","lowest","1",20
"740","ORCA, as pass","0","Non-home based trip","lowest","0",50
"741","ORCA, as pass","0","Home Based Work Trip","highest","1",50
"742","ORCA, as pass","0","Non-home based trip","medium_low","0",40
"743","ORCA, as pass","0","Non-home based trip","medium_low","1",6
"744","ORCA, as pass","0","Home Based Work Trip","medium_low","1",20
"745","Cash","1","Home Based Non-Work Trip","medium_low","1",0
"746","ORCA, as pass","0","Home Based Work Trip","medium_low","1",20
"747","ORCA, as pass","0","Home Based Work Trip","medium_low","1",20
"748","ORCA e-purse","0","Non-home based trip","highest","1",20
"749","ORCA e-purse","0","Home Based Work Trip","lowest","1",40
"750","Train Ticket, One Way","0","Home Based Non-Work Trip","lowest","1",5
"751","ORCA, as pass","0","Home Based Work Trip","lowest","1",40
"752","ORCA, as pass","0","Home Based Non-Work Trip","lowest","0",50
"753","ORCA, as pass","0","Home Based Work Trip","highest","1",30
"754","U-PASS ORCA","0","Home Based Non-Work Trip","lowest","1",18
"755","ORCA e-purse","0","Home Based Work Trip","lowest","1",60
"756","Train Ticket, One Way","0","Home Based Non-Work Trip","highest","1",3
"757","ORCA e-purse","0","Home Based Work Trip","medium_low","1",30
"758","Train Ticket, One Way","0","Non-home based trip","highest","1",1
"759","ORCA, as pass","0","Home Based Non-Work Trip","medium_high","1",40
"760","Cash","1","Home Based Non-Work Trip","highest","1",0
"761","Cash","1","Home Based Non-Work Trip","highest","1",5
"762","U-PASS ORCA","0","Home Based Non-Work Trip","medium_high","1",40
"763","ORCA e-purse","0","Home Based Non-Work Trip","highest","1",40
"764","Cash","1","Home Based Non-Work Trip","medium_high","1",0
"765","ORCA e-purse","0","Home Based Work Trip","lowest","1",25
"766","ORCA, as pass","0","Home Based Non-Work Trip","medium_low","1",60
"767","ORCA, as pass","0","Home Based Work Trip","highest","1",40
"768","ORCA, as pass","0","Home Based Work Trip","highest","1",10
"769","ORCA, as pass","0","Home Based Non-Work Trip","highest","1",2
"770","ORCA e-purse","0","Home Based Work Trip","highest","1",40
"771","ORCA, as pass","0","Home Based Work Trip","highest","1",29
"772","ORCA e-purse","0","Home Based Work Trip","lowest","1",6
"773","ORCA, as pass","0","Home Based Work Trip","medium_high","1",60
"774","ORCA e-purse","0","Home Based Work Trip","medium_low","1",30
"775","ORCA, as pass","0","Home Based Work Trip","medium_high","1",40
"776","ORCA, as pass","0","Home Based Work Trip","highest","1",15
"777","Cash","1","Non-home based trip","lowest","1",20
"778","ORCA, as pass","0","Home Based Work Trip","medium_low","1",20
